Id;UserId;SongId;Rate
172;18;5640;5
173;18;4329;5
174;18;3900;5
175;18;5427;5
176;18;2386;4
177;18;5160;2
178;18;3155;2
179;18;4134;3
180;18;5261;2
181;19;3696;4
182;19;559;3
183;19;5859;3
184;19;235;4
185;19;33;4
186;19;5040;4
187;19;4432;1
188;19;3522;1
189;19;2732;3
190;19;1534;4
191;20;3650;2
192;20;3416;5
193;20;2117;2
194;20;2136;3
195;20;1102;5
196;20;1264;3
197;20;827;4
198;20;4026;4
199;20;5289;1
200;20;2715;1
201;21;1362;5
202;21;65;5
203;21;152;4
204;21;337;4
205;21;2002;3
206;21;3265;4
207;21;4992;2
208;21;3198;3
209;21;3254;5
210;21;4907;5
211;22;1498;1
212;22;1130;4
213;22;5710;2
214;22;2220;1
215;22;4404;4
216;22;246;2
217;22;4034;3
218;22;72;3
219;22;636;5
220;22;1290;3
221;23;294;2
222;23;5368;1
223;23;3461;3
224;23;2917;2
225;23;2491;1
226;23;5084;2
227;23;3522;3
228;23;2192;1
229;23;2797;4
230;23;4162;5
231;24;1558;5
232;24;1134;3
233;24;3796;1
234;24;1418;1
235;24;3898;2
236;24;3631;1
237;24;407;4
238;24;5521;4
239;24;4162;3
240;24;2698;5
241;25;47;4
242;25;1234;1
243;25;267;5
244;25;3754;2
245;25;35;5
246;25;2519;4
247;25;3635;1
248;25;5827;5
249;25;3662;4
250;25;855;2
251;26;3160;3
252;26;755;3
253;26;3390;2
254;26;3999;5
255;26;2420;4
256;26;1924;3
257;26;2534;5
258;26;3164;3
259;26;3776;1
260;26;2848;1
261;27;5673;1
262;27;2799;5
263;27;400;4
264;27;5021;4
265;27;3349;5
266;27;364;1
267;27;3264;1
268;27;4291;2
269;27;4251;4
270;27;773;1
271;28;5769;1
272;28;4442;4
273;28;1840;5
274;28;3868;4
275;28;1242;5
276;28;4989;1
277;28;5100;5
278;28;5636;2
279;28;2881;1
280;28;5901;2
281;29;1448;4
282;29;3625;3
283;29;4460;2
284;29;1942;1
285;29;1002;1
286;29;803;5
287;29;3673;5
288;29;5726;4
289;29;4927;1
290;29;1973;3
291;30;1096;5
292;30;3172;1
293;30;1745;2
294;30;1314;2
295;30;2954;4
296;30;3178;2
297;30;834;5
298;30;1175;1
299;30;405;1
300;30;5601;3
301;31;5185;1
302;31;5273;3
303;31;1575;1
304;31;2888;1
305;31;1015;5
306;31;4647;4
307;31;4844;3
308;31;5452;3
309;31;2757;3
310;31;3361;1
311;32;2754;4
312;32;2828;2
313;32;283;2
314;32;3804;4
315;32;1399;4
316;32;2047;2
317;32;4269;1
318;32;4387;2
319;32;4019;2
320;32;2545;4
321;33;2620;1
322;33;3468;5
323;33;5293;3
324;33;2278;4
325;33;5607;4
326;33;2597;5
327;33;2697;1
328;33;526;1
329;33;913;5
330;33;3994;5
331;34;4154;3
332;34;3924;3
333;34;5231;3
334;34;3210;2
335;34;716;5
336;34;2104;3
337;34;2049;5
338;34;1572;2
339;34;926;1
340;34;2285;1
341;35;1889;1
342;35;4151;1
343;35;2969;4
344;35;1566;5
345;35;5149;4
346;35;4198;2
347;35;2889;2
348;35;3870;4
349;35;5844;2
350;35;907;4
351;36;4838;1
352;36;2377;4
353;36;3086;2
354;36;3790;3
355;36;2980;5
356;36;1716;5
357;36;5910;3
358;36;5227;1
359;36;3211;1
360;36;4348;3
361;37;1949;3
362;37;4318;5
363;37;4539;1
364;37;4692;3
365;37;5136;1
366;37;4759;4
367;37;3527;2
368;37;3002;3
369;37;3088;4
370;37;5224;5
371;38;5927;2
372;38;2697;4
373;38;3460;5
374;38;1733;5
375;38;656;2
376;38;4399;5
377;38;498;5
378;38;3727;2
379;38;3058;5
380;38;1409;2
381;39;5638;1
382;39;4757;4
383;39;611;4
384;39;5;1
385;39;5085;3
386;39;1777;1
387;39;837;3
388;39;1440;2
389;39;229;2
390;39;4929;3
391;40;2124;4
392;40;2752;4
393;40;4290;4
394;40;2508;1
395;40;335;3
396;40;3501;5
397;40;5542;3
398;40;4206;5
399;40;2360;3
400;40;389;4
401;41;670;2
402;41;5816;5
403;41;782;4
404;41;620;1
405;41;909;5
406;41;2141;1
407;41;4846;2
408;41;1352;2
409;41;3133;3
410;41;4511;5
411;42;1217;5
412;42;2182;5
413;42;2168;5
414;42;1801;2
415;42;4639;2
416;42;3122;4
417;42;3706;5
418;42;4533;3
419;42;5537;3
420;42;3358;3
421;43;3922;5
422;43;2086;1
423;43;2773;5
424;43;4088;4
425;43;3099;3
426;43;3175;3
427;43;4336;4
428;43;952;2
429;43;1398;1
430;43;3084;2
431;44;4787;1
432;44;2222;4
433;44;1367;1
434;44;2669;1
435;44;738;3
436;44;5752;5
437;44;3974;1
438;44;5921;4
439;44;5026;5
440;44;2944;2
441;45;2861;3
442;45;5414;5
443;45;4237;2
444;45;1648;1
445;45;3711;4
446;45;5871;2
447;45;583;3
448;45;2489;1
449;45;3798;2
450;45;3142;4
451;46;5724;3
452;46;1009;2
453;46;4599;1
454;46;4931;1
455;46;2397;2
456;46;4514;5
457;46;3042;5
458;46;2623;4
459;46;3450;1
460;46;3664;3
461;47;3734;1
462;47;3893;3
463;47;5884;1
464;47;49;2
465;47;5653;2
466;47;4925;5
467;47;815;3
468;47;5429;2
469;47;1063;2
470;47;4817;4
471;48;5077;2
472;48;3714;2
473;48;5436;4
474;48;2593;2
475;48;496;1
476;48;4437;3
477;48;3779;4
478;48;1125;2
479;48;376;3
480;48;3157;1
481;49;2591;3
482;49;1847;1
483;49;3083;4
484;49;4185;1
485;49;3290;3
486;49;3778;4
487;49;3553;4
488;49;2365;4
489;49;272;2
490;49;2153;3
491;50;2709;3
492;50;1351;3
493;50;2471;1
494;50;1361;2
495;50;5139;3
496;50;4898;3
497;50;5460;2
498;50;4188;4
499;50;1924;2
500;50;4716;2
501;51;5056;3
502;51;1084;3
503;51;1425;3
504;51;4911;5
505;51;3995;1
506;51;2010;1
507;51;1502;2
508;51;2006;4
509;51;4434;3
510;51;3889;3
511;52;735;1
512;52;1917;2
513;52;2247;4
514;52;292;5
515;52;1073;2
516;52;1887;4
517;52;810;2
518;52;1698;4
519;52;2688;3
520;52;1875;5
521;53;1371;2
522;53;4380;3
523;53;5157;5
524;53;4839;3
525;53;2107;3
526;53;3726;2
527;53;1243;5
528;53;4074;1
529;53;3383;2
530;53;1528;3
531;54;4907;5
532;54;5521;4
533;54;5130;5
534;54;1590;3
535;54;4031;1
536;54;1506;2
537;54;421;3
538;54;4101;2
539;54;190;4
540;54;1279;5
541;55;2275;5
542;55;1547;2
543;55;3860;5
544;55;2312;3
545;55;1418;1
546;55;791;1
547;55;5033;3
548;55;2178;1
549;55;288;3
550;55;3251;3
551;56;4087;3
552;56;3761;2
553;56;1499;3
554;56;48;2
555;56;3344;4
556;56;676;4
557;56;1857;3
558;56;2516;2
559;56;2803;1
560;56;268;2
561;57;766;5
562;57;3357;3
563;57;4552;5
564;57;2906;3
565;57;4912;2
566;57;1144;1
567;57;2717;2
568;57;657;3
569;57;2190;1
570;57;5496;3
571;58;1466;5
572;58;2638;2
573;58;1507;4
574;58;1408;3
575;58;5530;3
576;58;5754;3
577;58;519;4
578;58;2844;5
579;58;3420;3
580;58;1316;1
581;59;4622;3
582;59;4994;2
583;59;3786;2
584;59;131;2
585;59;3370;2
586;59;1145;1
587;59;4022;4
588;59;5081;5
589;59;4175;3
590;59;3355;2
591;60;5578;3
592;60;3834;5
593;60;1297;1
594;60;5851;1
595;60;513;5
596;60;4848;5
597;60;2924;1
598;60;954;4
599;60;3330;1
600;60;273;3
601;61;4004;2
602;61;4376;3
603;61;5918;3
604;61;721;5
605;61;1785;3
606;61;1448;2
607;61;2253;3
608;61;90;4
609;61;448;3
610;61;3519;5
611;62;156;4
612;62;4943;2
613;62;5025;5
614;62;1487;5
615;62;1575;2
616;62;1701;1
617;62;5501;3
618;62;4420;2
619;62;5465;5
620;62;3766;5
621;63;3052;1
622;63;3565;1
623;63;2411;3
624;63;4764;3
625;63;5847;3
626;63;3561;3
627;63;1340;1
628;63;1586;2
629;63;895;4
630;63;682;2
631;64;2829;1
632;64;5494;3
633;64;5443;4
634;64;3147;3
635;64;3241;2
636;64;245;4
637;64;5006;3
638;64;3064;5
639;64;4275;2
640;64;1922;4
641;65;4821;2
642;65;3931;3
643;65;4633;1
644;65;655;2
645;65;3198;1
646;65;635;4
647;65;4739;5
648;65;5740;5
649;65;4275;3
650;65;4741;4
651;66;5276;1
652;66;4433;2
653;66;1419;2
654;66;5494;5
655;66;3151;3
656;66;438;2
657;66;1964;5
658;66;1153;4
659;66;803;1
660;66;4154;2
661;67;108;5
662;67;667;5
663;67;5124;5
664;67;5696;3
665;67;689;3
666;67;592;4
667;67;5429;3
668;67;1878;5
669;67;4175;2
670;67;1330;2
671;68;2625;2
672;68;2437;1
673;68;144;5
674;68;3543;1
675;68;4874;1
676;68;5050;2
677;68;4862;3
678;68;1756;5
679;68;1565;1
680;68;5212;2
681;69;4752;3
682;69;1530;1
683;69;3240;3
684;69;2084;5
685;69;1335;2
686;69;4326;1
687;69;4075;3
688;69;5879;3
689;69;5925;5
690;69;2802;4
691;70;4210;3
692;70;3853;3
693;70;2260;3
694;70;121;3
695;70;1813;2
696;70;4154;1
697;70;4737;2
698;70;4866;1
699;70;5895;5
700;70;2606;1
701;71;1136;5
702;71;2860;3
703;71;1564;2
704;71;2945;5
705;71;2116;5
706;71;2839;3
707;71;4288;3
708;71;3806;1
709;71;619;3
710;71;4031;3
711;72;1506;2
712;72;208;5
713;72;5517;2
714;72;1521;2
715;72;5332;4
716;72;4507;3
717;72;3357;4
718;72;3040;4
719;72;4360;2
720;72;2293;1
721;73;2447;4
722;73;5479;1
723;73;1883;4
724;73;1372;2
725;73;3049;3
726;73;4701;4
727;73;176;4
728;73;23;5
729;73;1729;3
730;73;720;3
731;74;313;2
732;74;5925;2
733;74;1790;4
734;74;4889;4
735;74;4075;1
736;74;1891;4
737;74;5896;4
738;74;294;3
739;74;5897;3
740;74;4426;2
741;75;37;3
742;75;268;1
743;75;5260;2
744;75;1894;4
745;75;1296;1
746;75;4002;4
747;75;4266;4
748;75;738;3
749;75;719;3
750;75;3236;3
751;76;796;1
752;76;1696;3
753;76;505;2
754;76;3601;2
755;76;159;1
756;76;1586;2
757;76;977;3
758;76;191;3
759;76;5826;1
760;76;3344;1
761;77;2662;4
762;77;4265;2
763;77;2077;4
764;77;5828;2
765;77;3717;5
766;77;1511;4
767;77;4347;5
768;77;628;2
769;77;3375;1
770;77;3440;4
771;78;4541;5
772;78;3063;2
773;78;3072;3
774;78;5864;3
775;78;2256;2
776;78;2178;2
777;78;219;2
778;78;5918;3
779;78;76;1
780;78;4976;4
781;79;435;2
782;79;5368;4
783;79;5234;2
784;79;4423;2
785;79;5854;2
786;79;4546;4
787;79;5419;3
788;79;4119;1
789;79;4729;2
790;79;2489;3
791;80;914;3
792;80;5704;3
793;80;397;1
794;80;2553;2
795;80;1763;2
796;80;1701;5
797;80;4121;2
798;80;5361;5
799;80;4106;3
800;80;5714;1
801;81;5584;2
802;81;3638;2
803;81;3292;2
804;81;3208;2
805;81;4624;2
806;81;3662;4
807;81;4553;4
808;81;571;3
809;81;1345;2
810;81;3911;3
811;82;1366;3
812;82;989;4
813;82;114;2
814;82;850;5
815;82;2908;3
816;82;3224;5
817;82;4961;5
818;82;3584;5
819;82;5904;5
820;82;5101;4
821;83;2021;4
822;83;228;3
823;83;1828;5
824;83;886;3
825;83;2526;4
826;83;4767;1
827;83;2666;3
828;83;519;5
829;83;4100;5
830;83;554;2
831;84;3986;4
832;84;787;2
833;84;1812;4
834;84;292;5
835;84;5322;1
836;84;2727;5
837;84;2075;1
838;84;2025;4
839;84;5728;5
840;84;2191;4
841;85;5922;5
842;85;4848;5
843;85;2774;2
844;85;818;2
845;85;1122;2
846;85;5854;3
847;85;5589;5
848;85;5476;5
849;85;5574;4
850;85;4469;2
851;86;2670;5
852;86;537;1
853;86;5387;5
854;86;4934;3
855;86;3692;5
856;86;5355;4
857;86;1809;1
858;86;2406;3
859;86;682;2
860;86;5787;3
861;87;996;4
862;87;4034;2
863;87;2400;3
864;87;790;1
865;87;5854;3
866;87;579;3
867;87;5107;4
868;87;5752;4
869;87;1457;4
870;87;181;2
871;88;1148;2
872;88;2935;1
873;88;3785;5
874;88;3712;5
875;88;5109;5
876;88;3103;3
877;88;3384;5
878;88;1010;5
879;88;5693;3
880;88;2601;5
881;89;5107;1
882;89;3119;4
883;89;874;1
884;89;5561;2
885;89;3814;1
886;89;3448;2
887;89;1329;5
888;89;2807;5
889;89;2529;2
890;89;5897;1
891;90;918;2
892;90;5599;1
893;90;1343;3
894;90;5870;3
895;90;1194;2
896;90;1887;1
897;90;2448;1
898;90;1983;5
899;90;893;2
900;90;543;4
901;91;747;4
902;91;5767;1
903;91;4019;1
904;91;5393;5
905;91;3320;4
906;91;5664;2
907;91;2681;5
908;91;1675;4
909;91;5755;2
910;91;589;4
911;92;1970;3
912;92;798;5
913;92;2642;5
914;92;4010;2
915;92;680;2
916;92;3807;1
917;92;3159;5
918;92;2768;3
919;92;2905;4
920;92;2405;1
921;93;5179;1
922;93;2299;4
923;93;3223;3
924;93;1490;1
925;93;5192;3
926;93;1479;1
927;93;1592;1
928;93;3845;5
929;93;2517;2
930;93;3221;2
931;94;654;2
932;94;1400;3
933;94;117;1
934;94;5149;4
935;94;1853;4
936;94;5270;3
937;94;5030;5
938;94;1411;1
939;94;2240;2
940;94;4079;2
941;95;767;1
942;95;5584;1
943;95;2981;1
944;95;1939;4
945;95;3926;3
946;95;119;2
947;95;2956;5
948;95;3262;1
949;95;5190;5
950;95;3317;1
951;96;4658;5
952;96;5609;1
953;96;5008;1
954;96;4417;2
955;96;1294;1
956;96;4377;5
957;96;2544;1
958;96;2528;3
959;96;200;4
960;96;1841;3
961;97;4071;1
962;97;4766;5
963;97;5087;1
964;97;2534;4
965;97;5864;1
966;97;569;2
967;97;681;2
968;97;3423;4
969;97;2156;1
970;97;1340;3
971;98;4707;5
972;98;1748;3
973;98;528;2
974;98;4755;1
975;98;1638;5
976;98;5524;5
977;98;5248;1
978;98;1283;1
979;98;3494;3
980;98;5073;4
981;99;4453;3
982;99;4259;4
983;99;4584;4
984;99;5130;5
985;99;4493;2
986;99;974;5
987;99;2322;2
988;99;1629;3
989;99;3854;2
990;99;3405;5
991;100;2725;1
992;100;2501;4
993;100;1210;1
994;100;399;3
995;100;8;5
996;100;1930;3
997;100;497;3
998;100;447;1
999;100;2004;3
1000;100;3356;3
1001;101;5368;2
1002;101;5462;5
1003;101;1106;4
1004;101;3850;4
1005;101;4540;5
1006;101;2910;1
1007;101;5081;4
1008;101;252;5
1009;101;2778;3
1010;101;1700;5
1011;102;5059;2
1012;102;1260;4
1013;102;4964;2
1014;102;1057;1
1015;102;3318;1
1016;102;5742;2
1017;102;181;1
1018;102;5886;1
1019;102;3971;2
1020;102;4890;5
1021;103;4177;5
1022;103;4981;3
1023;103;5498;1
1024;103;4680;1
1025;103;4544;2
1026;103;2205;4
1027;103;537;2
1028;103;128;1
1029;103;4747;5
1030;103;5638;2
1031;104;5026;1
1032;104;4801;5
1033;104;5208;5
1034;104;137;3
1035;104;5635;5
1036;104;4920;3
1037;104;3153;4
1038;104;734;2
1039;104;590;4
1040;104;1583;5
1041;105;1822;1
1042;105;2070;2
1043;105;4781;1
1044;105;2154;1
1045;105;4276;1
1046;105;1465;5
1047;105;3467;2
1048;105;153;5
1049;105;3010;2
1050;105;195;2
1051;106;1748;3
1052;106;541;2
1053;106;2406;2
1054;106;3044;3
1055;106;5109;3
1056;106;386;3
1057;106;5894;4
1058;106;2355;2
1059;106;5235;2
1060;106;2334;5
1061;107;2372;3
1062;107;4952;2
1063;107;1434;3
1064;107;3070;2
1065;107;2604;3
1066;107;258;1
1067;107;1981;3
1068;107;4826;3
1069;107;1352;5
1070;107;4328;2
1071;108;2588;4
1072;108;5377;2
1073;108;5296;1
1074;108;2387;1
1075;108;3067;5
1076;108;2106;2
1077;108;200;2
1078;108;3344;3
1079;108;404;4
1080;108;3078;2
1081;109;4668;2
1082;109;384;2
1083;109;3048;3
1084;109;4551;1
1085;109;3889;4
1086;109;4485;3
1087;109;2394;5
1088;109;2164;1
1089;109;958;3
1090;109;5248;1
1091;110;4955;5
1092;110;798;4
1093;110;1429;5
1094;110;4185;2
1095;110;5140;1
1096;110;2799;4
1097;110;636;4
1098;110;1710;2
1099;110;5479;2
1100;110;4017;3
1101;111;5413;1
1102;111;4571;1
1103;111;4731;3
1104;111;4612;3
1105;111;3537;3
1106;111;2301;5
1107;111;1174;3
1108;111;18;1
1109;111;5907;3
1110;111;3002;5
1111;112;186;3
1112;112;2549;4
1113;112;1950;4
1114;112;2156;4
1115;112;3595;2
1116;112;1988;5
1117;112;1904;3
1118;112;2812;1
1119;112;5110;2
1120;112;4049;4
1121;113;3793;1
1122;113;5747;2
1123;113;3867;5
1124;113;2033;4
1125;113;5302;1
1126;113;1790;3
1127;113;3948;1
1128;113;1110;2
1129;113;3177;5
1130;113;267;1
1131;114;1470;3
1132;114;4419;2
1133;114;3795;1
1134;114;2316;4
1135;114;3595;3
1136;114;97;5
1137;114;1582;3
1138;114;4365;2
1139;114;1014;2
1140;114;1588;2
1141;115;3310;3
1142;115;2376;4
1143;115;2186;2
1144;115;3885;3
1145;115;5061;2
1146;115;2405;5
1147;115;4777;5
1148;115;5202;3
1149;115;590;5
1150;115;3152;4
1151;116;895;3
1152;116;3753;5
1153;116;2529;4
1154;116;1430;2
1155;116;224;2
1156;116;5595;3
1157;116;703;5
1158;116;2697;5
1159;116;5240;2
1160;116;1746;5
1161;117;4283;2
1162;117;64;5
1163;117;2771;3
1164;117;5639;4
1165;117;1532;5
1166;117;1697;5
1167;117;4684;1
1168;117;5564;5
1169;117;4491;3
1170;117;3498;2
1171;118;405;1
1172;118;3469;3
1173;118;1798;3
1174;118;3522;3
1175;118;738;3
1176;118;1417;1
1177;118;3560;3
1178;118;5912;3
1179;118;2901;5
1180;118;2896;5
1181;119;2943;2
1182;119;4675;1
1183;119;520;3
1184;119;25;5
1185;119;5302;1
1186;119;3647;4
1187;119;1889;3
1188;119;2364;2
1189;119;2092;5
1190;119;3929;1
1191;120;5324;4
1192;120;4815;2
1193;120;5055;5
1194;120;5197;1
1195;120;3234;5
1196;120;3246;2
1197;120;5535;4
1198;120;2477;4
1199;120;2353;1
1200;120;3364;5
1201;121;3651;2
1202;121;5142;4
1203;121;711;3
1204;121;3021;1
1205;121;2746;2
1206;121;3355;3
1207;121;1955;1
1208;121;4937;5
1209;121;691;3
1210;121;4736;5
1211;122;2034;4
1212;122;720;2
1213;122;5726;3
1214;122;2343;1
1215;122;4733;2
1216;122;5537;5
1217;122;5473;1
1218;122;2746;3
1219;122;337;5
1220;122;3815;3
1221;123;5737;1
1222;123;2320;2
1223;123;3471;3
1224;123;561;2
1225;123;4104;2
1226;123;1520;3
1227;123;4343;3
1228;123;2530;1
1229;123;288;2
1230;123;3422;2
1231;124;1812;2
1232;124;1083;5
1233;124;3559;5
1234;124;5466;3
1235;124;5175;2
1236;124;3730;1
1237;124;3964;2
1238;124;3428;1
1239;124;3208;2
1240;124;1946;3
1241;125;1691;1
1242;125;2882;2
1243;125;1673;5
1244;125;3286;3
1245;125;1895;2
1246;125;4603;5
1247;125;5019;2
1248;125;2711;3
1249;125;464;3
1250;125;3626;3
1251;126;3702;5
1252;126;2788;3
1253;126;2139;3
1254;126;4467;3
1255;126;3557;2
1256;126;1331;4
1257;126;1670;5
1258;126;149;2
1259;126;4847;2
1260;126;1226;3
1261;127;4942;3
1262;127;5354;3
1263;127;4648;2
1264;127;3199;5
1265;127;2923;2
1266;127;951;2
1267;127;3091;1
1268;127;259;5
1269;127;3098;4
1270;127;1002;1
1271;128;1573;4
1272;128;2045;5
1273;128;5467;5
1274;128;4321;1
1275;128;2123;1
1276;128;2854;5
1277;128;646;2
1278;128;185;4
1279;128;4596;5
1280;128;5430;2
1281;129;2431;5
1282;129;1632;3
1283;129;2065;4
1284;129;2591;3
1285;129;5649;1
1286;129;4953;2
1287;129;4874;1
1288;129;5021;2
1289;129;1909;4
1290;129;3844;3
1291;130;2060;5
1292;130;3814;3
1293;130;4511;3
1294;130;1982;5
1295;130;2934;4
1296;130;2266;1
1297;130;4163;4
1298;130;4403;4
1299;130;362;5
1300;130;943;5
1301;131;1512;2
1302;131;4759;3
1303;131;5543;4
1304;131;5392;1
1305;131;2053;5
1306;131;1657;3
1307;131;3251;2
1308;131;3748;1
1309;131;2344;2
1310;131;702;3
1311;132;684;2
1312;132;1485;3
1313;132;1483;1
1314;132;5347;5
1315;132;4724;1
1316;132;3310;3
1317;132;3289;3
1318;132;2057;4
1319;132;3479;3
1320;132;3900;5
1321;133;2007;5
1322;133;3999;5
1323;133;4279;3
1324;133;5184;1
1325;133;4872;4
1326;133;3688;4
1327;133;3464;2
1328;133;3485;5
1329;133;1387;1
1330;133;5786;3
1331;134;4621;4
1332;134;2172;2
1333;134;5753;4
1334;134;3652;3
1335;134;3917;2
1336;134;3601;2
1337;134;2018;4
1338;134;2602;1
1339;134;537;2
1340;134;3992;1
1341;135;1702;3
1342;135;1125;4
1343;135;2677;3
1344;135;1207;1
1345;135;3160;3
1346;135;574;3
1347;135;2331;1
1348;135;5093;2
1349;135;3187;4
1350;135;5553;3
1351;136;4907;2
1352;136;2105;5
1353;136;924;5
1354;136;2392;5
1355;136;4866;3
1356;136;3442;2
1357;136;480;3
1358;136;358;4
1359;136;520;1
1360;136;4295;3
1361;137;4123;1
1362;137;5695;4
1363;137;2361;3
1364;137;2487;2
1365;137;2011;4
1366;137;4441;4
1367;137;1662;1
1368;137;3761;2
1369;137;1429;2
1370;137;1123;2
1371;138;1291;3
1372;138;686;2
1373;138;1520;3
1374;138;5416;3
1375;138;2197;3
1376;138;881;5
1377;138;1322;3
1378;138;3072;2
1379;138;2023;1
1380;138;4297;5
1381;139;1357;4
1382;139;4300;4
1383;139;297;1
1384;139;1763;1
1385;139;879;5
1386;139;2515;3
1387;139;1248;5
1388;139;3361;3
1389;139;4715;4
1390;139;474;3
1391;140;3121;4
1392;140;1659;5
1393;140;2081;3
1394;140;2172;5
1395;140;5799;2
1396;140;1936;4
1397;140;4694;4
1398;140;189;5
1399;140;5125;1
1400;140;4649;4
1401;141;4842;4
1402;141;4500;4
1403;141;3664;5
1404;141;2064;3
1405;141;4262;5
1406;141;4220;4
1407;141;585;5
1408;141;1438;3
1409;141;194;1
1410;141;3985;2
1411;142;2120;2
1412;142;3337;1
1413;142;4265;2
1414;142;2153;1
1415;142;2938;1
1416;142;5752;4
1417;142;5397;1
1418;142;598;1
1419;142;1608;1
1420;142;5426;4
1421;143;3192;2
1422;143;4231;2
1423;143;4975;2
1424;143;954;1
1425;143;3932;5
1426;143;5561;2
1427;143;4534;2
1428;143;5277;2
1429;143;5546;2
1430;143;260;2
1431;144;2117;5
1432;144;1132;2
1433;144;3876;4
1434;144;3304;1
1435;144;5384;1
1436;144;2787;5
1437;144;636;4
1438;144;4163;2
1439;144;3430;5
1440;144;2588;2
1441;145;1929;2
1442;145;5739;1
1443;145;3166;1
1444;145;730;1
1445;145;4284;5
1446;145;5713;1
1447;145;3324;4
1448;145;5858;3
1449;145;5164;2
1450;145;47;5
1451;146;2469;1
1452;146;4095;1
1453;146;4510;3
1454;146;5629;1
1455;146;1456;4
1456;146;611;1
1457;146;5454;1
1458;146;2709;2
1459;146;4062;2
1460;146;4631;1
1461;147;5615;4
1462;147;1237;2
1463;147;1821;3
1464;147;5863;4
1465;147;1867;1
1466;147;987;3
1467;147;5391;5
1468;147;960;3
1469;147;2698;4
1470;147;150;3
1471;148;5116;3
1472;148;1234;3
1473;148;3098;1
1474;148;4950;4
1475;148;3496;1
1476;148;3383;1
1477;148;1064;4
1478;148;4245;4
1479;148;2600;1
1480;148;4148;3
1481;149;2236;5
1482;149;4606;3
1483;149;113;4
1484;149;5499;2
1485;149;3721;4
1486;149;3951;2
1487;149;2552;4
1488;149;4177;2
1489;149;1848;1
1490;149;4773;4
1491;150;3262;3
1492;150;3856;4
1493;150;101;2
1494;150;4728;3
1495;150;2902;1
1496;150;691;5
1497;150;3918;1
1498;150;3233;2
1499;150;4792;3
1500;150;3296;5
1501;151;322;3
1502;151;2364;2
1503;151;3160;1
1504;151;5013;2
1505;151;860;1
1506;151;1234;1
1507;151;997;5
1508;151;5489;3
1509;151;2132;2
1510;151;4003;2
1511;152;5477;5
1512;152;1209;5
1513;152;108;1
1514;152;5843;4
1515;152;2395;5
1516;152;1009;4
1517;152;1124;1
1518;152;2251;3
1519;152;2142;3
1520;152;3846;2
1521;153;4365;3
1522;153;1213;4
